elementId,quantity,image
6460919,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6460919.jpg
4529672,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/4529672.jpg
6283884,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6283884.jpg
6459549,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6459549.jpg
6363145,2,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6363145.jpg
6116613,2,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6116613.jpg
