elementId,quantity,image
6406251,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6406251.jpg
6351814,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6351814.jpg
6283875,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6283875.jpg
6428486,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6428486.jpg
6301362,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6301362.jpg
6125711,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6125711.jpg
6289361,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6289361.jpg
6020190,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6020190.jpg
