elementId,quantity,image
6343565,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6343565.jpg
6408305,1,https://www.lego.com/cdn/cs/elements/assets/blt1d844cd6d3791515/6408305.jpg
