elementId,quantity,image
6335192,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6335192.jpg
6335666,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6335666.jpg
6301362,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6301362.jpg
6428495,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6428495.jpg
6317230,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6317230.jpg
6205341,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6205341.jpg
6116613,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6116613.jpg
6012451,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6012451.jpg
