elementId,quantity,image
6334630,1,https://www.lego.com/cdn/cs/elements/assets/blt305213687a6df8ab/6334630.jpg
6370297,1,https://www.lego.com/cdn/product-assets/element.img.photoreal.192x192/6370297.jpg
